3,Chattanooga,Tennessee,CHA,0.79,63
3,Clarksville,Tennessee,CKV,3.94,61
3,Crossville,Tennessee,CSV,0.4,62
3,Knoxville,Tennessee,TYS,1.13,63
3,Memphis,Tennessee,MEM,10.58,63
3,Nashville,Tennessee,BNA,1.88,65
3,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.29,54
3,Chattanooga,Tennessee,CHA,0.25,60
3,Clarksville,Tennessee,CKV,0.25,53
3,Crossville,Tennessee,CSV,0.19,54
3,Knoxville,Tennessee,TYS,0.28,57
3,Memphis,Tennessee,MEM,0.11,59
3,Nashville,Tennessee,BNA,0.01,57
3,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.15,52
3,Chattanooga,Tennessee,CHA,0.99,57
3,Clarksville,Tennessee,CKV,0.39,53
3,Crossville,Tennessee,CSV,0.79,54
3,Knoxville,Tennessee,TYS,0.52,55
3,Memphis,Tennessee,MEM,0.24,56
3,Nashville,Tennessee,BNA,0.92,55
4,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.59,55
4,Chattanooga,Tennessee,CHA,0.04,59
4,Clarksville,Tennessee,CKV,0,52
4,Crossville,Tennessee,CSV,0,48
4,Knoxville,Tennessee,TYS,0.32,56
4,Memphis,Tennessee,MEM,0,56
4,Nashville,Tennessee,BNA,0,56
4,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.51,46
4,Chattanooga,Tennessee,CHA,0.65,54
4,Clarksville,Tennessee,CKV,0.3,50
4,Crossville,Tennessee,CSV,0.84,48
4,Knoxville,Tennessee,TYS,0.71,50
4,Memphis,Tennessee,MEM,0.37,61
4,Nashville,Tennessee,BNA,0.27,52
4,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.37,56
4,Chattanooga,Tennessee,CHA,0.39,61
4,Clarksville,Tennessee,CKV,0.51,59
4,Crossville,Tennessee,CSV,0,59
4,Knoxville,Tennessee,TYS,0.26,60
4,Memphis,Tennessee,MEM,1.7,62
4,Nashville,Tennessee,BNA,0.03,62
4,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.56,62
4,Chattanooga,Tennessee,CHA,0.25,67
4,Clarksville,Tennessee,CKV,0.67,63
4,Crossville,Tennessee,CSV,0.83,67
4,Knoxville,Tennessee,TYS,0.49,67
4,Memphis,Tennessee,MEM,1.73,68
4,Nashville,Tennessee,BNA,0.22,67
5,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.3,69
5,Chattanooga,Tennessee,CHA,0,73
5,Clarksville,Tennessee,CKV,0.06,70
5,Crossville,Tennessee,CSV,0.01,73
5,Knoxville,Tennessee,TYS,0.19,72
5,Memphis,Tennessee,MEM,0.02,74
5,Nashville,Tennessee,BNA,0,73
5,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.31,60
5,Chattanooga,Tennessee,CHA,0.6,65
5,Clarksville,Tennessee,CKV,0.63,59
5,Crossville,Tennessee,CSV,1.01,59
5,Knoxville,Tennessee,TYS,0.56,63
5,Memphis,Tennessee,MEM,0.3,64
5,Nashville,Tennessee,BNA,0.46,62
5,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,2.04,63
5,Chattanooga,Tennessee,CHA,0.54,70
5,Clarksville,Tennessee,CKV,1.43,64
5,Crossville,Tennessee,CSV,0.18,63
5,Knoxville,Tennessee,TYS,1.42,67
5,Memphis,Tennessee,MEM,0.9,70
5,Nashville,Tennessee,BNA,0.2,67
5,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.93,62
5,Chattanooga,Tennessee,CHA,0.27,68
5,Clarksville,Tennessee,CKV,1.61,60
5,Crossville,Tennessee,CSV,0.48,61
5,Knoxville,Tennessee,TYS,0.51,65
5,Memphis,Tennessee,MEM,1.09,67
5,Nashville,Tennessee,BNA,1.42,63
5,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.39,68
5,Chattanooga,Tennessee,CHA,0.02,75
5,Clarksville,Tennessee,CKV,1.55,72
5,Crossville,Tennessee,CSV,0.16,69
5,Knoxville,Tennessee,TYS,1.36,71
5,Memphis,Tennessee,MEM,2.54,76
5,Nashville,Tennessee,BNA,0.29,74
6,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.91,74
6,Chattanooga,Tennessee,CHA,0.93,78
6,Clarksville,Tennessee,CKV,1.15,75
6,Crossville,Tennessee,CSV,1.58,72
6,Knoxville,Tennessee,TYS,3.11,76
6,Memphis,Tennessee,MEM,0.25,80
6,Nashville,Tennessee,BNA,1.51,78
6,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0,70
6,Chattanooga,Tennessee,CHA,0,77
6,Clarksville,Tennessee,CKV,0,72
6,Crossville,Tennessee,CSV,0,69
6,Knoxville,Tennessee,TYS,0,74
6,Memphis,Tennessee,MEM,0,80
6,Nashville,Tennessee,BNA,0,75
6,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.32,75
6,Chattanooga,Tennessee,CHA,0.15,82
6,Clarksville,Tennessee,CKV,0.58,80
6,Crossville,Tennessee,CSV,0.89,74
6,Knoxville,Tennessee,TYS,0.41,79
6,Memphis,Tennessee,MEM,0.35,84
6,Nashville,Tennessee,BNA,0.39,81
6,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.39,76
6,Chattanooga,Tennessee,CHA,0.12,83
6,Clarksville,Tennessee,CKV,1.73,82
6,Crossville,Tennessee,CSV,1.01,74
6,Knoxville,Tennessee,TYS,0.65,80
6,Memphis,Tennessee,MEM,0,87
6,Nashville,Tennessee,BNA,2.01,83
7,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.16,78
7,Chattanooga,Tennessee,CHA,0,82
7,Clarksville,Tennessee,CKV,0.33,77
7,Crossville,Tennessee,CSV,1.07,73
7,Knoxville,Tennessee,TYS,0.02,80
7,Memphis,Tennessee,MEM,0,86
7,Nashville,Tennessee,BNA,0.01,80
7,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,1.3,77
7,Chattanooga,Tennessee,CHA,1.12,83
7,Clarksville,Tennessee,CKV,4.74,79
7,Crossville,Tennessee,CSV,1.97,76
7,Knoxville,Tennessee,TYS,3.71,80
7,Memphis,Tennessee,MEM,2.41,85
7,Nashville,Tennessee,BNA,4.7,82
7,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.12,76
7,Chattanooga,Tennessee,CHA,0.07,83
7,Clarksville,Tennessee,CKV,1.52,79
7,Crossville,Tennessee,CSV,1.35,75
7,Knoxville,Tennessee,TYS,0.32,81
7,Memphis,Tennessee,MEM,0.53,85
7,Nashville,Tennessee,BNA,0.43,82
7,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.03,81
7,Chattanooga,Tennessee,CHA,0.13,86
7,Clarksville,Tennessee,CKV,0.29,83
7,Crossville,Tennessee,CSV,0.21,77
7,Knoxville,Tennessee,TYS,0.75,84
7,Memphis,Tennessee,MEM,0.44,88
7,Nashville,Tennessee,BNA,0.55,85
8,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.52,82
8,Chattanooga,Tennessee,CHA,0.22,85
8,Clarksville,Tennessee,CKV,0.67,82
8,Crossville,Tennessee,CSV,0.54,77
8,Knoxville,Tennessee,TYS,1.0,83
8,Memphis,Tennessee,MEM,0.61,86
8,Nashville,Tennessee,BNA,0.84,84
8,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.16,81
8,Chattanooga,Tennessee,CHA,0.12,84
8,Clarksville,Tennessee,CKV,0.42,81
8,Crossville,Tennessee,CSV,0.39,76
8,Knoxville,Tennessee,TYS,0.62,82
8,Memphis,Tennessee,MEM,0.18,85
8,Nashville,Tennessee,BNA,0.37,83
8,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.1,80
8,Chattanooga,Tennessee,CHA,0.08,82
8,Clarksville,Tennessee,CKV,0.27,80
8,Crossville,Tennessee,CSV,0.11,75
8,Knoxville,Tennessee,TYS,0.33,81
8,Memphis,Tennessee,MEM,0.06,84
8,Nashville,Tennessee,BNA,0.29,82
8,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,1.55,79
8,Chattanooga,Tennessee,CHA,1.21,81
8,Clarksville,Tennessee,CKV,1.87,79
8,Crossville,Tennessee,CSV,0.96,74
8,Knoxville,Tennessee,TYS,0.38,80
8,Memphis,Tennessee,MEM,1.44,83
8,Nashville,Tennessee,BNA,1.19,81
9,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.56,77
9,Chattanooga,Tennessee,CHA,0.41,79
9,Clarksville,Tennessee,CKV,0.48,77
9,Crossville,Tennessee,CSV,0.29,73
9,Knoxville,Tennessee,TYS,0.56,79
9,Memphis,Tennessee,MEM,0.33,81
9,Nashville,Tennessee,BNA,0.44,79
9,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.12,76
9,Chattanooga,Tennessee,CHA,0.08,78
9,Clarksville,Tennessee,CKV,0.21,76
9,Crossville,Tennessee,CSV,0.14,72
9,Knoxville,Tennessee,TYS,0.18,78
9,Memphis,Tennessee,MEM,0.11,80
9,Nashville,Tennessee,BNA,0.19,78
9,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.23,79
9,Chattanooga,Tennessee,CHA,0.17,80
9,Clarksville,Tennessee,CKV,0.31,78
9,Crossville,Tennessee,CSV,0.22,74
9,Knoxville,Tennessee,TYS,0.09,79
9,Memphis,Tennessee,MEM,0.16,81
9,Nashville,Tennessee,BNA,0.14,80
9,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.00,80
9,Chattanooga,Tennessee,CHA,0.00,82
9,Clarksville,Tennessee,CKV,0.00,79
9,Crossville,Tennessee,CSV,0.00,76
9,Knoxville,Tennessee,TYS,0.08,77
9,Memphis,Tennessee,MEM,0.00,82
9,Nashville,Tennessee,BNA,0.00,81
10,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.14,68
10,Chattanooga,Tennessee,CHA,0.09,70
10,Clarksville,Tennessee,CKV,0.17,67
10,Crossville,Tennessee,CSV,0.12,64
10,Knoxville,Tennessee,TYS,0.14,68
10,Memphis,Tennessee,MEM,0.08,71
10,Nashville,Tennessee,BNA,0.11,69
10,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.04,66
10,Chattanooga,Tennessee,CHA,0.02,68
10,Clarksville,Tennessee,CKV,0.06,65
10,Crossville,Tennessee,CSV,0.04,62
10,Knoxville,Tennessee,TYS,0.00,67
10,Memphis,Tennessee,MEM,0.03,70
10,Nashville,Tennessee,BNA,0.05,68
10,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.00,64
10,Chattanooga,Tennessee,CHA,0.00,66
10,Clarksville,Tennessee,CKV,0.00,63
10,Crossville,Tennessee,CSV,0.00,60
10,Knoxville,Tennessee,TYS,0.04,64
10,Memphis,Tennessee,MEM,0.00,68
10,Nashville,Tennessee,BNA,0.00,66
10,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.00,62
10,Chattanooga,Tennessee,CHA,0.00,64
10,Clarksville,Tennessee,CKV,0.00,61
10,Crossville,Tennessee,CSV,0.00,58
10,Knoxville,Tennessee,TYS,0.00,65
10,Memphis,Tennessee,MEM,0.00,69
10,Nashville,Tennessee,BNA,0.00,67
11,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.11,46
11,Chattanooga,Tennessee,CHA,0.08,50
11,Clarksville,Tennessee,CKV,0.09,48
11,Crossville,Tennessee,CSV,0.07,45
11,Knoxville,Tennessee,TYS,0.16,46
11,Memphis,Tennessee,MEM,0.10,52
11,Nashville,Tennessee,BNA,0.12,49
11,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.00,49
11,Chattanooga,Tennessee,CHA,0.00,53
11,Clarksville,Tennessee,CKV,0.00,50
11,Crossville,Tennessee,CSV,0.00,47
11,Knoxville,Tennessee,TYS,0.00,48
11,Memphis,Tennessee,MEM,0.00,55
11,Nashville,Tennessee,BNA,0.00,51
11,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.16,52
11,Chattanooga,Tennessee,CHA,0.11,56
11,Clarksville,Tennessee,CKV,0.14,53
11,Crossville,Tennessee,CSV,0.09,50
11,Knoxville,Tennessee,TYS,0.11,53
11,Memphis,Tennessee,MEM,0.18,59
11,Nashville,Tennessee,BNA,0.12,55
11,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.00,64
11,Chattanooga,Tennessee,CHA,0.00,68
11,Clarksville,Tennessee,CKV,0.00,66
11,Crossville,Tennessee,CSV,0.00,63
11,Knoxville,Tennessee,TYS,0.00,64
11,Memphis,Tennessee,MEM,0.00,70
11,Nashville,Tennessee,BNA,0.03,67
12,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,0.64,41
12,Chattanooga,Tennessee,CHA,0.72,43
12,Clarksville,Tennessee,CKV,0.85,42
12,Crossville,Tennessee,CSV,0.61,40
12,Knoxville,Tennessee,TYS,0.64,41
12,Memphis,Tennessee,MEM,0.77,45
12,Nashville,Tennessee,BNA,0.69,43
12,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,1.23,42
12,Chattanooga,Tennessee,CHA,1.35,44
12,Clarksville,Tennessee,CKV,1.47,43
12,Crossville,Tennessee,CSV,1.18,41
12,Knoxville,Tennessee,TYS,1.36,42
12,Memphis,Tennessee,MEM,1.52,46
12,Nashville,Tennessee,BNA,1.41,44
12,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,2.28,43
12,Chattanooga,Tennessee,CHA,2.44,45
12,Clarksville,Tennessee,CKV,2.61,44
12,Crossville,Tennessee,CSV,2.17,42
12,Knoxville,Tennessee,TYS,2.28,43
12,Memphis,Tennessee,MEM,2.75,47
12,Nashville,Tennessee,BNA,2.48,45
12,Bristol/Jhnsn Cty/Kngsprt,Tennessee,TRI,1.36,41
12,Chattanooga,Tennessee,CHA,1.49,43
12,Clarksville,Tennessee,CKV,1.58,42
12,Crossville,Tennessee,CSV,1.55,40
12,Knoxville,Tennessee,TYS,1.23,41
12,Memphis,Tennessee,MEM,1.64,45
12,Nashville,Tennessee,BNA,0.93,43
